#Data tag : 24v2 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
304625:6279,10/07/17 07:35:53,462,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.154891172,0.136309938
304626:6279,10/07/17 10:38:44,8,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.002531789,0.002315882
304654:6283,10/08/17 01:25:39,645,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.205631659,0.173597580
304655:6283,10/08/17 05:39:51,1194,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.238836044,0.229947014
304661:6284,10/08/17 15:49:49,142,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.049054648,0.046163719
304662:6284,10/08/17 17:02:49,147,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.047279233,0.043509010
304663:6284,10/08/17 18:01:29,689,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.185544278,0.177083905
304671:6285,10/09/17 00:42:58,1139,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.325263556,0.308364239
304672:6285,10/09/17 08:09:10,60,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.012453585,0.012167963
304737:6287,10/09/17 19:53:10,75,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.025833797,0.024061358
304738:6287,10/09/17 20:24:42,1677,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.426096301,0.409354391
304739:6287,10/10/17 07:20:18,11,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.001730051,0.001550956
304740:6287,10/10/17 07:25:27,278,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.040808991,0.039852170
304776:6288,10/10/17 12:08:18,41,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.014137128,0.009373711
304777:6288,10/10/17 12:27:41,497,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.164395026,0.156559623
304778:6288,10/10/17 15:47:07,1297,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.273930564,0.266216593
304797:6291,10/11/17 07:04:09,2910,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.579665722,0.557402679
305044:6297,10/13/17 21:00:45,218,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.071576280,0.067132644
