path,act. lumi (fb-1),eff. lumi (fb-1),first run,last run,menu version,dataset
HLT_DoubleMu40NoFiltersNoVtxDisplaced_v,54.67,54.67,315974,325172,v2.0,DoubleMuon
HLT_DoubleMu43NoFiltersNoVtx_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_DoubleMu48NoFiltersNoVtx_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_DoubleMu4_Mass3p8_DZ_PFHT350_v,54.67,54.66,315974,325172,v2.0,DoubleMuon
HLT_DoubleMu4_Mass8_DZ_PFHT350_v,5.3,5.3,315257,315973,v1.1,DoubleMuon
HLT_DoubleMu8_Mass8_PFHT350_v,5.3,5.3,315257,315973,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v,59.96,3.01,315257,325172,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v,59.96,2.98,315257,325172,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_v,59.96,0.046,315257,325172,v1.1,DoubleMuon
HLT_Mu17_v,59.96,0.046,315257,325172,v1.1,DoubleMuon
HLT_Mu18_Mu9_DZ_v,59.96,1.49,315257,325172,v1.1,DoubleMuon
HLT_Mu18_Mu9_SameSign_DZ_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu18_Mu9_SameSign_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu18_Mu9_v,59.96,1.49,315257,325172,v1.1,DoubleMuon
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass3p8_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass8_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_v,59.96,3.14,315257,325172,v1.1,DoubleMuon
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_v,59.96,3.08,315257,325172,v1.1,DoubleMuon
HLT_Mu19_TrkIsoVVL_v,59.96,0.046,315257,325172,v1.1,DoubleMuon
HLT_Mu19_v,59.96,0.046,315257,325172,v1.1,DoubleMuon
HLT_Mu20_Mu10_DZ_v,59.96,1.53,315257,325172,v1.1,DoubleMuon
HLT_Mu20_Mu10_SameSign_DZ_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu20_Mu10_SameSign_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu20_Mu10_v,59.96,1.53,315257,325172,v1.1,DoubleMuon
HLT_Mu23_Mu12_DZ_v,59.96,2.99,315257,325172,v1.1,DoubleMuon
HLT_Mu23_Mu12_SameSign_DZ_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu23_Mu12_SameSign_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu23_Mu12_v,59.96,2.94,315257,325172,v1.1,DoubleMuon
HLT_Mu37_TkMu27_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Mu8_TrkIsoVVL_v,59.96,0.0086,315257,325172,v1.1,DoubleMuon
HLT_Mu8_v,59.96,0.0086,315257,325172,v1.1,DoubleMuon
HLT_TripleMu_10_5_5_DZ_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_TripleMu_12_10_5_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_TripleMu_5_3_3_Mass3p8_DCA_v,54.67,54.67,315974,325172,v2.0,DoubleMuon
HLT_TripleMu_5_3_3_Mass3p8_DZ_v,54.67,54.67,315974,325172,v2.0,DoubleMuon
HLT_TripleMu_5_3_3_Mass3p8to60_DCA_v,5.3,5.3,315257,315973,v1.1,DoubleMuon
HLT_TripleMu_5_3_3_Mass3p8to60_DZ_v,5.3,5.3,315257,315973,v1.1,DoubleMuon
HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_TrkMu16_DoubleTrkMu6NoFiltersNoVtx_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v,59.96,59.96,315257,325172,v1.1,DoubleMuon
HLT_Dimuon0_LowMass_L1_TM530_v,59.96,0.13,315257,325172,v1.1,DoubleMuonLowMass
HLT_DoubleMu3_TkMu_DsTau3Mu_v,59.96,59.96,315257,325172,v1.1,DoubleMuonLowMass
HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass_v,59.96,2.68,315257,325172,v1.1,DoubleMuonLowMass
HLT_DoubleMu3_Trk_Tau3mu_v,59.96,3,315257,325172,v1.1,DoubleMuonLowMass
HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v,59.96,59.96,315257,325172,v1.1,DoubleMuonLowMass
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_Charge1_v,59.96,59.96,315257,325172,v1.1,DoubleMuonLowMass
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_v,59.96,59.96,315257,325172,v1.1,DoubleMuonLowMass
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_Charge1_v,59.96,5.88,315257,325172,v1.1,DoubleMuonLowMass
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_v,59.96,5.91,315257,325172,v1.1,DoubleMuonLowMass
HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_DiSC30_18_EIso_AND_HE_Mass70_v,59.96,0.25,315257,325172,v1.1,EGamma
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_NoPixelVeto_Mass55_v,5.3,0.0468,315257,315973,v1.1,EGamma
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_PixelVeto_Mass55_v,5.3,0.0726,315257,315973,v1.1,EGamma
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_NoPixelVeto_Mass55_v,59.96,1.93,315257,325172,v1.1,EGamma
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_PixelVeto_Mass55_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Diphoton30_18_PVrealAND_R9Id_AND_IsoCaloId_AND_HE_R9Id_NoPixelVeto_Mass55_v,5.3,5.3,315257,315973,v1.1,EGamma
HLT_Diphoton30_18_PVrealAND_R9Id_AND_IsoCaloId_AND_HE_R9Id_PixelVeto_Mass55_v,5.3,5.3,315257,315973,v1.1,EGamma
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_NoPixelVeto_Mass55_v,54.67,54.67,315974,325172,v2.0,EGamma
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_NoPixelVeto_v,54.67,54.67,315974,325172,v2.0,EGamma
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_DoubleEle25_CaloIdL_MW_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_DoubleEle27_CaloIdL_MW_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_DoubleEle33_CaloIdL_MW_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_DoublePhoton33_CaloIdL_v,59.96,0.96,315257,325172,v1.1,EGamma
HLT_DoublePhoton70_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_DoublePhoton85_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_ECALHT800_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele115_CaloIdVT_GsfTrkIdT_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v,59.96,0.039,315257,325172,v1.1,EGamma
HLT_Ele135_CaloIdVT_GsfTrkIdT_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele145_CaloIdVT_GsfTrkIdT_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele15_IsoVVVL_PFHT450_CaloBTagCSV_4p5_v,5.3,0,315257,315973,v1.1,EGamma
HLT_Ele15_IsoVVVL_PFHT450_CaloBTagDeepCSV_4p5_v,54.67,0.0011,315974,325172,v2.0,EGamma
HLT_Ele15_IsoVVVL_PFHT450_PFMET50_v,59.96,0.0011,315257,325172,v1.1,EGamma
HLT_Ele15_IsoVVVL_PFHT450_v,59.96,0.0011,315257,325172,v1.1,EGamma
HLT_Ele15_IsoVVVL_PFHT600_v,59.96,0.0011,315257,325172,v1.1,EGamma
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v,59.96,54.67,315257,325172,v1.1,EGamma
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v,59.96,0.039,315257,325172,v1.1,EGamma
HLT_Ele200_CaloIdVT_GsfTrkIdT_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v,59.96,0.0391,315257,325172,v1.1,EGamma
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v,59.96,0.039,315257,325172,v1.1,EGamma
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTau30_eta2p1_CrossL1_v,17.68,17.68,315257,317488,v1.1,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,17.68,17.68,315257,317488,v1.1,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTauHPS30_eta2p1_CrossL1_v,42.28,42.28,317527,325172,v2.2,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTauHPS30_eta2p1_TightID_CrossL1_v,42.28,42.28,317527,325172,v2.2,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTau30_eta2p1_CrossL1_v,17.68,17.68,315257,317488,v1.1,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,17.68,17.68,315257,317488,v1.1,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTauHPS30_eta2p1_CrossL1_v,42.28,42.28,317527,325172,v2.2,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTauHPS30_eta2p1_TightID_CrossL1_v,42.28,42.28,317527,325172,v2.2,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTau30_eta2p1_CrossL1_v,17.68,17.68,315257,317488,v1.1,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,17.68,17.68,315257,317488,v1.1,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTauHPS30_eta2p1_CrossL1_v,42.28,42.28,317527,325172,v2.2,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTauHPS30_eta2p1_TightID_CrossL1_v,42.28,42.28,317527,325172,v2.2,EGamma
HLT_Ele250_CaloIdVT_GsfTrkIdT_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele27_Ele37_CaloIdL_MW_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele27_WPTight_Gsf_v,1.11,1.11,315257,315420,v1.1,EGamma
HLT_Ele28_HighEta_SC20_Mass55_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele28_WPTight_Gsf_v,23.69,23.69,321397,325172,v3.4,EGamma
HLT_Ele28_eta2p1_WPTight_Gsf_HT150_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele300_CaloIdVT_GsfTrkIdT_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele30_WPTight_Gsf_v,23.69,23.69,321397,325172,v3.4,EGamma
HLT_Ele30_eta2p1_WPTight_Gsf_CentralPFJet35_EleCleaned_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele32_WPTight_Gsf_L1DoubleEG_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele32_WPTight_Gsf_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele35_WPTight_Gsf_L1EGMT_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele35_WPTight_Gsf_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele38_WPTight_Gsf_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele40_WPTight_Gsf_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Ele50_IsoVVVL_PFHT450_v,59.96,0.0011,315257,325172,v1.1,EGamma
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v,59.96,0.0064,315257,325172,v1.1,EGamma
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v,59.96,0.0064,315257,325172,v1.1,EGamma
HLT_Photon100EBHE10_v,54.67,1.71,315974,325172,v2.0,EGamma
HLT_Photon100EB_TightID_TightIso_v,54.67,6.83,315974,325172,v2.0,EGamma
HLT_Photon100EEHE10_v,54.67,1.71,315974,325172,v2.0,EGamma
HLT_Photon100EE_TightID_TightIso_v,54.67,9.39,315974,325172,v2.0,EGamma
HLT_Photon110EB_TightID_TightIso_v,54.67,54.67,315974,325172,v2.0,EGamma
HLT_Photon120EB_TightID_TightIso_v,54.67,54.67,315974,325172,v2.0,EGamma
HLT_Photon120_R9Id90_HE10_IsoM_v,59.96,7.44,315257,325172,v1.1,EGamma
HLT_Photon120_v,59.96,0.47,315257,325172,v1.1,EGamma
HLT_Photon150_v,59.96,0.48,315257,325172,v1.1,EGamma
HLT_Photon165_R9Id90_HE10_IsoM_v,59.96,22.38,315257,325172,v1.1,EGamma
HLT_Photon175_v,59.96,0.95,315257,325172,v1.1,EGamma
HLT_Photon200_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Photon20_HoverELoose_v,59.96,0.0032,315257,325172,v1.1,EGamma
HLT_Photon300_NoHE_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Photon30_HoverELoose_v,59.96,0.0064,315257,325172,v1.1,EGamma
HLT_Photon33_v,59.96,0.0024,315257,325172,v1.1,EGamma
HLT_Photon50_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_PFMET50_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Photon50_R9Id90_HE10_IsoM_v,59.96,0.24,315257,325172,v1.1,EGamma
HLT_Photon50_v,59.96,0.0099,315257,325172,v1.1,EGamma
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_v,59.96,0.48,315257,325172,v1.1,EGamma
HLT_Photon60_R9Id90_CaloIdL_IsoL_v,59.96,0.47,315257,325172,v1.1,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_CaloMJJ300_PFJetsMJJ400DEta3_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_CaloMJJ400_PFJetsMJJ600DEta3_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ600DEta3_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_v,59.96,0.95,315257,325172,v1.1,EGamma
HLT_Photon75_v,59.96,0.12,315257,325172,v1.1,EGamma
HLT_Photon90_R9Id90_HE10_IsoM_v,59.96,1.91,315257,325172,v1.1,EGamma
HLT_Photon90_v,59.96,0.11,315257,325172,v1.1,EGamma
HLT_TriplePhoton_20_20_20_CaloIdLV2_R9IdVL_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_TriplePhoton_20_20_20_CaloIdLV2_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_TriplePhoton_30_30_10_CaloIdLV2_R9IdVL_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_TriplePhoton_30_30_10_CaloIdLV2_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_TriplePhoton_35_35_5_CaloIdLV2_R9IdVL_v,59.96,59.96,315257,325172,v1.1,EGamma
HLT_Physics_v,59.97,1.19,315257,325172,v1.1,HLTPhysics
HLT_HcalNZS_v,59.97,59.96,315257,325172,v1.1,HcalNZS
HLT_HcalPhiSym_v,59.97,59.96,315257,325172,v1.1,HcalNZS
HLT_HcalIsolatedbunch_v,59.97,4.65,315257,325172,v1.1,IsolatedBunch
HLT_AK8PFHT750_TrimMass50_v,1.41,1.41,315257,315490,v1.1,JetHT
HLT_AK8PFHT800_TrimMass50_v,59.96,59.96,315257,325172,v1.1,JetHT
HLT_AK8PFHT850_TrimMass50_v,59.96,59.96,315257,325172,v1.1,JetHT
HLT_AK8PFHT900_TrimMass50_v,59.96,59.96,315257,325172,v1.1,JetHT
HLT_AK8PFJet140_v,59.96,0.0472,315257,325172,v1.1,JetHT
HLT_AK8PFJet200_v,59.96,0.2,315257,325172,v1.1,JetHT
HLT_AK8PFJet260_v,59.96,0.46,315257,325172,v1.1,JetHT
HLT_AK8PFJet320_v,59.96,1.24,315257,325172,v1.1,JetHT
HLT_AK8PFJet330_TrimMass30_PFAK8BTagCSV_p17_v,5.3,5.3,315257,315973,v1.1,JetHT
HLT_AK8PFJet330_TrimMass30_PFAK8BTagCSV_p1_v,5.3,5.3,315257,315973,v1.1,JetHT
HLT_AK8PFJet330_TrimMass30_PFAK8BTagDeepCSV_p17_v,22.74,22.74,315974,320065,v2.0,JetHT
HLT_AK8PFJet330_TrimMass30_PFAK8BTagDeepCSV_p1_v,22.74,22.74,315974,320065,v2.0,JetHT
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_np2_v,54.67,54.67,315974,325172,v2.0,JetHT
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_np4_v,54.67,54.67,315974,325172,v2.0,JetHT
