path,act. lumi (fb-1),eff. lumi (fb-1),first run,last run,menu version,dataset
HLT_DiSC30_18_EIso_AND_HE_Mass70_v,36.47,0.49,273158,284044,v1.1,Commissioning
HLT_HcalIsolatedbunch_v,19.52,11.64,277981,284044,v3.0,Commissioning
HLT_IsoTrackHB_v,36.47,0.0662,273158,284044,v1.1,Commissioning
HLT_IsoTrackHE_v,36.47,0.0805,273158,284044,v1.1,Commissioning
HLT_L1BeamGasMinus_v,6.02,0.0094,273158,275659,v1.1,Commissioning
HLT_L1BeamGasPlus_v,6.02,0.0094,273158,275659,v1.1,Commissioning
HLT_L1BptxXOR_v,6.02,0.0005,273158,275659,v1.1,Commissioning
HLT_HT200_DisplacedDijet40_DisplacedTrack_v,9.66,0.48,273158,276454,v1.1,DisplacedJet
HLT_HT200_v,36.47,0.0074,273158,284044,v1.1,DisplacedJet
HLT_HT250_DisplacedDijet40_DisplacedTrack_v,36.47,21.91,273158,284044,v1.1,DisplacedJet
HLT_HT275_v,36.47,0.0151,273158,284044,v1.1,DisplacedJet
HLT_HT325_v,36.47,0.0277,273158,284044,v1.1,DisplacedJet
HLT_HT350_DisplacedDijet40_DisplacedTrack_v,36.47,36.47,273158,284044,v1.1,DisplacedJet
HLT_HT350_DisplacedDijet40_Inclusive_v,36.47,0.46,273158,284044,v1.1,DisplacedJet
HLT_HT350_DisplacedDijet80_DisplacedTrack_v,36.47,36.47,273158,284044,v1.1,DisplacedJet
HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack_v,36.47,36.47,273158,284044,v1.1,DisplacedJet
HLT_HT400_DisplacedDijet40_Inclusive_v,9.66,7.18,273158,276454,v1.1,DisplacedJet
HLT_HT425_v,36.47,0.0843,273158,284044,v1.1,DisplacedJet
HLT_HT500_DisplacedDijet40_Inclusive_v,9.66,8.41,273158,276454,v1.1,DisplacedJet
HLT_HT550_DisplacedDijet40_Inclusive_v,9.31,9.31,273158,276454,v1.1,DisplacedJet
HLT_HT550_DisplacedDijet80_Inclusive_v,23.09,1.89,276870,284044,v3.0,DisplacedJet
HLT_HT575_v,36.47,0.37,273158,284044,v1.1,DisplacedJet
HLT_HT650_DisplacedDijet80_Inclusive_v,36.47,36.47,273158,284044,v1.1,DisplacedJet
HLT_HT750_DisplacedDijet80_Inclusive_v,36.47,36.47,273158,284044,v1.1,DisplacedJet
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5_v,36.47,36.47,273158,284044,v1.1,DisplacedJet
HLT_VBF_DisplacedJet40_DisplacedTrack_v,36.47,36.47,273158,284044,v1.1,DisplacedJet
HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack_v,18.02,18.02,273158,278240,v1.1,DisplacedJet
HLT_VBF_DisplacedJet40_Hadronic_v,18.02,18.02,273158,278240,v1.1,DisplacedJet
HLT_VBF_DisplacedJet40_TightID_DisplacedTrack_v,25.36,25.36,273158,284044,v1.1,DisplacedJet
HLT_VBF_DisplacedJet40_TightID_Hadronic_v,25.36,25.36,273158,284044,v1.1,DisplacedJet
HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack_v,33.64,33.64,274954,284044,v2.1,DisplacedJet
HLT_VBF_DisplacedJet40_VTightID_Hadronic_v,33.64,33.64,274954,284044,v2.1,DisplacedJet
HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v,33.64,33.64,274954,284044,v2.1,DisplacedJet
HLT_VBF_DisplacedJet40_VVTightID_Hadronic_v,33.64,33.64,274954,284044,v2.1,DisplacedJet
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55_v,36.47,19.7,273158,284044,v1.1,DoubleEG
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v,20.58,20.58,273158,278822,v1.1,DoubleEG
HLT_DoubleEle33_CaloIdL_MW_v,36.47,25.54,273158,284044,v1.1,DoubleEG
HLT_DoubleEle33_CaloIdL_v,36.12,9.36,273158,284044,v1.1,DoubleEG
HLT_DoubleEle37_Ele27_CaloIdL_GsfTrkIdVL_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT250_v,10.24,10.24,273158,276502,v1.1,DoubleEG
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_DoublePhoton60_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_DoublePhoton85_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_ECALHT800_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13_v,36.47,0.45,273158,284044,v1.1,DoubleEG
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v,36.47,0.0151,273158,284044,v1.1,DoubleEG
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v,36.47,0.0063,273158,284044,v1.1,DoubleEG
HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v,36.47,0.018,273158,284044,v1.1,DoubleEG
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_Ele17_CaloIdL_GsfTrkIdVL_v,36.47,0.0277,273158,284044,v1.1,DoubleEG
HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30_v,36.47,0.0599,273158,284044,v1.1,DoubleEG
HLT_Ele17_CaloIdL_TrackIdL_IsoVL_v,36.47,0.031,273158,284044,v1.1,DoubleEG
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v,36.47,0.064,273158,284044,v1.1,DoubleEG
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,25.36,25.36,273158,284044,v1.1,DoubleEG
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v,36.47,2.16,273158,284044,v1.1,DoubleEG
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v,36.47,0.0641,273158,284044,v1.1,DoubleEG
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_v,34.95,0.0166,273158,284044,v1.1,DoubleEG
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v,36.47,0.064,273158,284044,v1.1,DoubleEG
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_L1JetTauSeeded_v,31.51,31.51,275319,284044,v2.1,DoubleEG
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v,36.47,6,273158,284044,v1.1,DoubleEG
HLT_Ele27_HighEta_Ele20_Mass55_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_Ele30WP60_Ele8_Mass55_v,8.19,8.19,273158,276244,v1.1,DoubleEG
HLT_Ele30WP60_SC4_Mass55_v,8.19,6.15,273158,276244,v1.1,DoubleEG
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v,36.47,0.0071,273158,284044,v1.1,DoubleEG
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v,36.47,0.0071,273158,284044,v1.1,DoubleEG
HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v,36.47,0.13,273158,284044,v1.1,DoubleEG
HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v,36.47,19.12,273158,284044,v1.1,DoubleEG
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v,36.47,36.47,273158,284044,v1.1,DoubleEG
HLT_DoubleMu0_v,8.76,0.0056,281613,284044,v4.1,DoubleMuon
HLT_DoubleMu18NoFiltersNoVtx_v,36.47,1,273158,284044,v1.1,DoubleMuon
HLT_DoubleMu23NoFiltersNoVtxDisplaced_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_DoubleMu28NoFiltersNoVtxDisplaced_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_DoubleMu33NoFiltersNoVtx_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_DoubleMu38NoFiltersNoVtx_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_DoubleMu8_Mass8_PFHT250_v,10.24,10.24,273158,276502,v1.1,DoubleMuon
HLT_DoubleMu8_Mass8_PFHT300_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_L2DoubleMu23_NoVertex_v,36.47,0.96,273158,284044,v1.1,DoubleMuon
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_Mu10_CentralPFJet30_BTagCSV_p13_v,36.47,0.81,273158,284044,v1.1,DoubleMuon
HLT_Mu17_Mu8_DZ_v,36.47,1.01,273158,284044,v1.1,DoubleMuon
HLT_Mu17_Mu8_SameSign_DZ_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_Mu17_Mu8_SameSign_v,33.64,25.07,274954,284044,v2.1,DoubleMuon
HLT_Mu17_Mu8_v,36.47,1.01,273158,284044,v1.1,DoubleMuon
HLT_Mu17_TkMu8_DZ_v,36.47,1.01,273158,284044,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v,36.47,28.1,273158,284044,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v,36.47,28.1,273158,284044,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_v,36.47,0.22,273158,284044,v1.1,DoubleMuon
HLT_Mu17_v,36.47,0.29,273158,284044,v1.1,DoubleMuon
HLT_Mu20_Mu10_DZ_v,36.47,2.29,273158,284044,v1.1,DoubleMuon
HLT_Mu20_Mu10_SameSign_DZ_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_Mu20_Mu10_SameSign_v,33.64,25.27,274954,284044,v2.1,DoubleMuon
HLT_Mu20_Mu10_v,36.47,2.29,273158,284044,v1.1,DoubleMuon
HLT_Mu27_TkMu8_v,36.47,25.54,273158,284044,v1.1,DoubleMuon
HLT_Mu30_TkMu11_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_Mu3_PFJet40_v,36.47,0.0054,273158,284044,v1.1,DoubleMuon
HLT_Mu40_TkMu11_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_Mu8_TrkIsoVVL_v,36.47,0.0078,273158,284044,v1.1,DoubleMuon
HLT_Mu8_v,36.47,0.0039,273158,284044,v1.1,DoubleMuon
HLT_TkMu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ_v,8.76,8.76,281613,284044,v4.1,DoubleMuon
HLT_TkMu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v,8.76,0.39,281613,284044,v4.1,DoubleMuon
HLT_TripleMu_12_10_5_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_TripleMu_5_3_3_DZ_Mass3p8_v,8.76,8.76,281613,284044,v4.1,DoubleMuon
HLT_TripleMu_5_3_3_v,24.88,8.18,274954,280385,v2.1,DoubleMuon
HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v,36.47,36.47,273158,284044,v1.1,DoubleMuon
HLT_DoubleMu3_Trk_Tau3mu_v,33.64,33.64,274954,284044,v2.1,DoubleMuonLowMass
HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v,36.35,36.35,273158,284044,v1.1,DoubleMuonLowMass
HLT_L1BptxMinus_v,0,0,283685,283685,v4.2,EmptyBX
HLT_L1BptxPlus_v,0,0,283685,283685,v4.2,EmptyBX
HLT_L1NotBptxOR_v,0,0,283685,283685,v4.2,EmptyBX
HLT_DiPFJet15_FBEta3_NoCaloMatched_v,0,0,281613,283685,v4.1,FSQJets
HLT_DiPFJet15_NoCaloMatched_v,0,0,281613,283685,v4.1,FSQJets
HLT_DiPFJet25_FBEta3_NoCaloMatched_v,0,0,281613,283685,v4.1,FSQJets
HLT_DiPFJet25_NoCaloMatched_v,0,0,281613,283685,v4.1,FSQJets
HLT_AK4CaloJet100_v,0,0,281613,283685,v4.1,HINCaloJets
HLT_AK4CaloJet30_v,0,0,281613,283685,v4.1,HINCaloJets
HLT_AK4CaloJet40_v,0,0,281613,283685,v4.1,HINCaloJets
HLT_AK4CaloJet50_v,0,0,281613,283685,v4.1,HINCaloJets
HLT_AK4CaloJet80_v,0,0,281613,283685,v4.1,HINCaloJets
HLT_AK4PFJet100_v,0,0,281613,283685,v4.1,HINPFJets
HLT_AK4PFJet30_v,0,0,281613,283685,v4.1,HINPFJets
HLT_AK4PFJet50_v,0,0,281613,283685,v4.1,HINPFJets
HLT_AK4PFJet80_v,0,0,281613,283685,v4.1,HINPFJets
HLT_HISinglePhoton10_v,0,0,281613,283685,v4.1,HINPhoton
HLT_HISinglePhoton15_v,0,0,281613,283685,v4.1,HINPhoton
HLT_HISinglePhoton20_v,0,0,281613,283685,v4.1,HINPhoton
HLT_HISinglePhoton40_v,0,0,281613,283685,v4.1,HINPhoton
HLT_HISinglePhoton60_v,0,0,281613,283685,v4.1,HINPhoton
HLT_Physics_v,36.47,0.41,273158,284044,v1.1,HLTPhysics
HLT_Physics_part0_v,3.59,0.17,273158,277112,v1.1,HLTPhysics0
HLT_Physics_part1_v,3.59,0.17,273158,277112,v1.1,HLTPhysics1
HLT_Physics_part2_v,2.5,0.0044,273158,275293,v1.1,HLTPhysics2
HLT_Physics_part3_v,2.5,0.0044,273158,275293,v1.1,HLTPhysics3
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80_v,36.47,0.93,273158,284044,v1.1,HTMHT
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p57_v,19.93,19.32,273158,279794,v1.1,HTMHT
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_PFHT200_PFAlphaT0p51_v,36.47,0.29,273158,284044,v1.1,HTMHT
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55_v,16.94,16.94,273158,277420,v1.1,HTMHT
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53_v,16.94,16.94,273158,277420,v1.1,HTMHT
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_PFHT300_PFMET100_v,18.02,18.02,273158,278240,v1.1,HTMHT
HLT_PFHT300_PFMET110_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52_v,16.94,16.94,273158,277420,v1.1,HTMHT
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51_v,16.94,16.94,273158,277420,v1.1,HTMHT
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_Rsq0p25_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_Rsq0p30_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_RsqMR240_Rsq0p09_MR200_4jet_v,16.94,16.94,273158,277420,v1.1,HTMHT
HLT_RsqMR240_Rsq0p09_MR200_v,10.24,10.24,273158,276502,v1.1,HTMHT
HLT_RsqMR270_Rsq0p09_MR200_4jet_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_RsqMR270_Rsq0p09_MR200_v,36.47,36.47,273158,284044,v1.1,HTMHT
HLT_GlobalRunHPDNoise_v,36.47,0.0001,273158,284044,v1.1,HcalHPDNoise
HLT_HcalNZS_v,36.47,0.14,273158,284044,v1.1,HcalNZS
HLT_HcalPhiSym_v,36.47,0.0669,273158,284044,v1.1,HcalNZS
HLT_FullTracks_Multiplicity100_v,0,0,281613,283685,v4.1,HighMultiplicityEOF
HLT_FullTracks_Multiplicity130_v,0,0,281613,283685,v4.1,HighMultiplicityEOF
HLT_FullTracks_Multiplicity150_v,0,0,281613,283685,v4.1,HighMultiplicityEOF
HLT_FullTracks_Multiplicity80_v,0,0,281613,283685,v4.1,HighMultiplicityEOF
HLT_AK8DiPFJet250_200_TrimMass30_BTagCSV_p20_v,20.2,20.2,273158,284044,v1.1,JetHT
HLT_AK8DiPFJet250_200_TrimMass30_v,22.34,1.13,273158,284044,v1.1,JetHT
HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV_p087_v,8.76,8.76,281613,284044,v4.1,JetHT
HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV_p20_v,36.47,36.47,273158,284044,v1.1,JetHT
HLT_AK8DiPFJet280_200_TrimMass30_v,36.47,1.72,273158,284044,v1.1,JetHT
HLT_AK8DiPFJet300_200_TrimMass30_BTagCSV_p087_v,8.76,8.76,281613,284044,v4.1,JetHT
HLT_AK8DiPFJet300_200_TrimMass30_BTagCSV_p20_v,8.76,8.76,281613,284044,v4.1,JetHT
HLT_AK8DiPFJet300_200_TrimMass30_v,8.76,8.76,281613,284044,v4.1,JetHT
HLT_AK8PFHT600_TrimR0p1PT0p03Mass50_BTagCSV_p20_v,20.2,20.2,273158,284044,v1.1,JetHT
HLT_AK8PFHT650_TrimR0p1PT0p03Mass50_v,20.2,20.2,273158,284044,v1.1,JetHT
HLT_AK8PFHT700_TrimR0p1PT0p03Mass50_v,36.47,36.47,273158,284044,v1.1,JetHT
HLT_AK8PFHT750_TrimMass50_v,8.76,8.76,281613,284044,v4.1,JetHT
HLT_AK8PFHT800_TrimMass50_v,8.76,8.76,281613,284044,v4.1,JetHT
HLT_AK8PFJet140_v,33.64,0.0101,274954,284044,v2.1,JetHT
HLT_AK8PFJet200_v,33.64,0.0861,274954,284044,v2.1,JetHT
HLT_AK8PFJet260_v,33.64,0.52,274954,284044,v2.1,JetHT
HLT_AK8PFJet320_v,33.64,1.53,274954,284044,v2.1,JetHT
HLT_AK8PFJet360_TrimMass30_v,36.47,36.47,273158,284044,v1.1,JetHT
HLT_AK8PFJet400_TrimMass30_v,8.76,8.76,281613,284044,v4.1,JetHT
HLT_AK8PFJet400_v,33.64,4.6,274954,284044,v2.1,JetHT
HLT_AK8PFJet40_v,33.64,0,274954,284044,v2.1,JetHT
HLT_AK8PFJet450_v,33.64,33.64,274954,284044,v2.1,JetHT
HLT_AK8PFJet500_v,33.64,33.64,274954,284044,v2.1,JetHT
HLT_AK8PFJet60_v,33.64,0.0003,274954,284044,v2.1,JetHT
HLT_AK8PFJet80_v,33.64,0.001,274954,284044,v2.1,JetHT
HLT_CaloJet500_NoJetID_v,36.47,36.47,273158,284044,v1.1,JetHT
HLT_DiCentralPFJet170_CFMax0p1_v,33.64,33.64,274954,284044,v2.1,JetHT
HLT_DiCentralPFJet170_v,33.64,0.0971,274954,284044,v2.1,JetHT
HLT_DiCentralPFJet220_CFMax0p3_v,15.19,15.19,274954,278240,v2.1,JetHT
HLT_DiCentralPFJet330_CFMax0p5_v,33.64,33.64,274954,284044,v2.1,JetHT
HLT_DiCentralPFJet430_v,33.64,33.64,274954,284044,v2.1,JetHT
HLT_DiJetVBFMu_PassThrough_v,6.4,6.4,282708,284044,v4.2,JetHT
HLT_DiJetVBF_PassThrough_v,6.4,6.4,282708,284044,v4.2,JetHT
HLT_DiPFJetAve100_HFJEC_v,36.47,0.0999,273158,284044,v1.1,JetHT
HLT_DiPFJetAve140_v,36.47,0.0282,273158,284044,v1.1,JetHT
HLT_DiPFJetAve160_HFJEC_v,36.47,0.57,273158,284044,v1.1,JetHT
HLT_DiPFJetAve200_v,36.47,0.14,273158,284044,v1.1,JetHT
HLT_DiPFJetAve220_HFJEC_v,36.47,29.5,273158,284044,v1.1,JetHT
HLT_DiPFJetAve260_v,36.47,0.53,273158,284044,v1.1,JetHT
HLT_DiPFJetAve300_HFJEC_v,36.47,36.47,273158,284044,v1.1,JetHT
HLT_DiPFJetAve320_v,36.47,3.01,273158,284044,v1.1,JetHT
HLT_DiPFJetAve400_v,36.47,9.18,273158,284044,v1.1,JetHT
HLT_DiPFJetAve40_v,36.47,0.0001,273158,284044,v1.1,JetHT
HLT_DiPFJetAve500_v,36.47,29.81,273158,284044,v1.1,JetHT
HLT_DiPFJetAve60_HFJEC_v,36.47,0.0199,273158,284044,v1.1,JetHT
HLT_DiPFJetAve60_v,36.47,0.0017,273158,284044,v1.1,JetHT
HLT_DiPFJetAve80_HFJEC_v,36.47,0.0293,273158,284044,v1.1,JetHT
