path,act. lumi (fb-1),eff. lumi (fb-1),first run,last run,menu version,dataset
HLT_Photon50_v,41.54,0.013,297050,306460,v1.1,SinglePhoton
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15_v,41.54,41.54,297050,306460,v1.1,SinglePhoton
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_v,36.75,1.9,299368,306460,v2.0,SinglePhoton
HLT_Photon60_R9Id90_CaloIdL_IsoL_v,36.75,1.52,299368,306460,v2.0,SinglePhoton
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v,7.73,7.73,305405,306460,v4.0,SinglePhoton
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ600DEta3_v,7.73,7.73,305405,306460,v4.0,SinglePhoton
HLT_Photon75_R9Id90_HE10_IsoM_v,41.54,1.32,297050,306460,v1.1,SinglePhoton
HLT_Photon75_v,41.54,0.0923,297050,306460,v1.1,SinglePhoton
HLT_Photon90_R9Id90_HE10_IsoM_v,41.54,2.63,297050,306460,v1.1,SinglePhoton
HLT_Photon90_v,41.54,0.11,297050,306460,v1.1,SinglePhoton
HLT_DoubleLooseChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_v,0.56,0.56,297050,297114,v1.1,Tau
HLT_DoubleLooseChargedIsoPFTau35_Trk1_eta2p1_Reg_v,0.56,0.56,297050,297114,v1.1,Tau
HLT_DoubleLooseChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_v,0.56,0.56,297050,297114,v1.1,Tau
HLT_DoubleLooseChargedIsoPFTau40_Trk1_eta2p1_Reg_v,0.56,0.56,297050,297114,v1.1,Tau
HLT_DoubleMediumChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_v,36.01,36.01,297050,306460,v1.1,Tau
HLT_DoubleMediumChargedIsoPFTau35_Trk1_eta2p1_Reg_v,36.01,36.01,297050,306460,v1.1,Tau
HLT_DoubleMediumChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_v,41.54,41.54,297050,306460,v1.1,Tau
HLT_DoubleMediumChargedIsoPFTau40_Trk1_eta2p1_Reg_v,36.01,36.01,297050,306460,v1.1,Tau
HLT_DoubleTightChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_v,41.54,41.54,297050,306460,v1.1,Tau
HLT_DoubleTightChargedIsoPFTau35_Trk1_eta2p1_Reg_v,36.01,36.01,297050,306460,v1.1,Tau
HLT_DoubleTightChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_v,41.54,41.54,297050,306460,v1.1,Tau
HLT_DoubleTightChargedIsoPFTau40_Trk1_eta2p1_Reg_v,41.54,41.54,297050,306460,v1.1,Tau
HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_v,41.54,41.54,297050,306460,v1.1,Tau
HLT_IsoMu27_LooseChargedIsoPFTau20_SingleL1_v,7.73,7.73,305405,306460,v4.0,Tau
HLT_IsoMu27_MediumChargedIsoPFTau20_SingleL1_v,7.73,7.73,305405,306460,v4.0,Tau
HLT_IsoMu27_TightChargedIsoPFTau20_SingleL1_v,7.73,7.73,305405,306460,v4.0,Tau
HLT_MediumChargedIsoPFTau100HighPtRelaxedIso_Trk50_eta2p1_1pr_v,4.79,4.79,297050,299329,v1.1,Tau
HLT_MediumChargedIsoPFTau180HighPtRelaxedIso_Trk50_eta2p1_1pr_v,36.75,36.75,299368,306460,v2.0,Tau
HLT_MediumChargedIsoPFTau180HighPtRelaxedIso_Trk50_eta2p1_v,41.54,41.54,297050,306460,v1.1,Tau
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET100_v,41.54,41.54,297050,306460,v1.1,Tau
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET110_v,27.13,27.13,302026,306460,v3.0,Tau
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET120_v,27.13,27.13,302026,306460,v3.0,Tau
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET130_v,27.13,27.13,302026,306460,v3.0,Tau
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET90_v,41.54,41.54,297050,306460,v1.1,Tau
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_v,41.54,5.76,297050,306460,v1.1,Tau
HLT_VBF_DoubleLooseChargedIsoPFTau20_Trk1_eta2p1_Reg_v,27.13,27.13,302026,306460,v3.0,Tau
HLT_VBF_DoubleMediumChargedIsoPFTau20_Trk1_eta2p1_Reg_v,27.13,27.13,302026,306460,v3.0,Tau
HLT_VBF_DoubleTightChargedIsoPFTau20_Trk1_eta2p1_Reg_v,27.13,27.13,302026,306460,v3.0,Tau
HLT_Random_v,41.54,0.68,297050,306460,v1.1,ZeroBias
